Actual Sepsis	Estimated Sepsis	Counts
0.8202247191011236	0.9	89
0.8604651162790697	1.0	43
0.0	0.0	1
0.4	0.1	5
0.2	0.2	15
0.2857142857142857	0.3	28
0.5	0.4	52
0.611764705882353	0.5	85
0.5841584158415841	0.6	101
0.7172413793103448	0.7	145
0.8267716535433071	0.8	127
0.85	0.9	80
0.9024390243902439	1.0	41
0.3333333333333333	0.1	3
0.2222222222222222	0.2	9
0.3181818181818182	0.3	22
0.40350877192982454	0.4	57
0.5494505494505495	0.5	91
0.6538461538461539	0.6	104
0.6818181818181818	0.7	132
0.8412698412698413	0.8	126
0.8372093023255814	0.9	86
0.9	1.0	50
0.4	0.1	5
0.21428571428571427	0.2	14
0.2571428571428571	0.3	35
0.4583333333333333	0.4	48
0.6304347826086957	0.5	92
0.6216216216216216	0.6	111
0.7034482758620689	0.7	145
0.8839285714285714	0.8	112
0.8051948051948052	0.9	77
0.926829268292683	1.0	41
0.3333333333333333	0.1	3
0.25	0.2	16
0.25806451612903225	0.3	31
0.47692307692307695	0.4	65
0.6097560975609756	0.5	82
0.631578947368421	0.6	114
0.6935483870967742	0.7	124
0.8467741935483871	0.8	124
0.8571428571428571	0.9	77
0.9318181818181818	1.0	44
0.2	0.1	5
0.23076923076923078	0.2	13
0.2647058823529412	0.3	34
0.5	0.4	58
0.6195652173913043	0.5	92
0.6363636363636364	0.6	99
0.7338709677419355	0.7	124
0.832	0.8	125
0.7948717948717948	0.9	78
0.8653846153846154	1.0	52
0.25	0.1	4
0.2222222222222222	0.2	9
0.2647058823529412	0.3	34
0.48	0.4	50
0.5876288659793815	0.5	97
0.6415094339622641	0.6	106
0.7096774193548387	0.7	124
0.8174603174603174	0.8	126
0.8160919540229885	0.9	87
0.9534883720930233	1.0	43
0.0	0.1	3
0.2857142857142857	0.2	14
0.18518518518518517	0.3	27
0.5818181818181818	0.4	55
0.5625	0.5	96
0.635593220338983	0.6	118
0.7310924369747899	0.7	119
0.8145161290322581	0.8	124
0.8518518518518519	0.9	81
0.8604651162790697	1.0	43
0.2	0.1	5
0.36363636363636365	0.2	11
0.1724137931034483	0.3	29
0.4727272727272727	0.4	55
0.611764705882353	0.5	85
0.6146788990825688	0.6	109
0.732824427480916	0.7	131
0.8099173553719008	0.8	121
0.8202247191011236	0.9	89
0.9333333333333333	1.0	45
0.0	0.0	1
0.0	0.1	4
0.18181818181818182	0.2	11
0.2727272727272727	0.3	33
0.52	0.4	50
0.5319148936170213	0.5	94
0.6494845360824743	0.6	97
0.7209302325581395	0.7	129
0.816793893129771	0.8	131
0.8390804597701149	0.9	87
0.9534883720930233	1.0	43
0.4	0.1	5
0.2	0.2	15
0.3673469387755102	0.3	49
0.5087719298245614	0.4	57
0.6060606060606061	0.5	99
0.6285714285714286	0.6	105
0.7333333333333333	0.7	120
0.8376068376068376	0.8	117
0.8533333333333334	0.9	75
0.9473684210526315	1.0	38
0.0	0.0	1
0.3333333333333333	0.1	3
0.3333333333333333	0.2	12
0.2692307692307692	0.3	26
0.4423076923076923	0.4	52
0.5542168674698795	0.5	83
0.6434782608695652	0.6	115
0.7058823529411765	0.7	136
0.8560606060606061	0.8	132
0.7738095238095238	0.9	84
0.9722222222222222	1.0	36
0.5	0.1	4
0.15384615384615385	0.2	13
0.28205128205128205	0.3	39
0.47540983606557374	0.4	61
0.5643564356435643	0.5	101
0.7204301075268817	0.6	93
0.7022900763358778	0.7	131
0.8512396694214877	0.8	121
0.8266666666666667	0.9	75
0.9285714285714286	1.0	42
0.0	0.0	1
0.3333333333333333	0.1	6
0.4444444444444444	0.2	9
0.1935483870967742	0.3	31
0.47058823529411764	0.4	51
0.575	0.5	80
0.6388888888888888	0.6	108
0.6992481203007519	0.7	133
0.8166666666666667	0.8	120
0.8333333333333334	0.9	84
0.9122807017543859	1.0	57
0.25	0.1	4
0.23076923076923078	0.2	13
0.34375	0.3	32
0.4772727272727273	0.4	44
0.5913978494623656	0.5	93
0.6574074074074074	0.6	108
0.6356589147286822	0.7	129
0.8571428571428571	0.8	112
0.7865168539325843	0.9	89
0.9642857142857143	1.0	56
0.0	0.0	1
0.3333333333333333	0.1	6
0.25	0.2	12
0.2571428571428571	0.3	35
0.5517241379310345	0.4	58
0.5476190476190477	0.5	84
0.6239316239316239	0.6	117
0.7480916030534351	0.7	131
0.8521739130434782	0.8	115
0.810126582278481	0.9	79
0.9285714285714286	1.0	42
0.3333333333333333	0.1	3
0.15384615384615385	0.2	13
0.27586206896551724	0.3	29
0.509090909090909	0.4	55
0.6067415730337079	0.5	89
0.6261682242990654	0.6	107
0.7244094488188977	0.7	127
0.7829457364341085	0.8	129
0.8235294117647058	0.9	85
0.9534883720930233	1.0	43
0.0	0.0	1
0.0	0.1	3
0.42857142857142855	0.2	14
0.26666666666666666	0.3	30
0.45454545454545453	0.4	55
0.6052631578947368	0.5	76
0.6310679611650486	0.6	103
0.6845637583892618	0.7	149
0.8558558558558559	0.8	111
0.8064516129032258	0.9	93
0.9333333333333333	1.0	45
0.3333333333333333	0.1	3
0.3	0.2	10
0.25925925925925924	0.3	27
0.49019607843137253	0.4	51
0.509090909090909	0.5	110
0.6666666666666666	0.6	99
0.7681159420289855	0.7	138
0.8114754098360656	0.8	122
0.810126582278481	0.9	79
0.9024390243902439	1.0	41
0.3333333333333333	0.1	3
0.16666666666666666	0.2	18
0.25	0.3	36
0.5714285714285714	0.4	56
0.6170212765957447	0.5	94
0.6732673267326733	0.6	101
0.6544117647058824	0.7	136
0.8482142857142857	0.8	112
0.8481012658227848	0.9	79
0.9333333333333333	1.0	45
0.0	0.0	1
0.5	0.1	4
0.13333333333333333	0.2	15
0.3076923076923077	0.3	26
0.4444444444444444	0.4	54
0.5957446808510638	0.5	94
0.660377358490566	0.6	106
0.7285714285714285	0.7	140
0.8034188034188035	0.8	117
0.825	0.9	80
0.9302325581395349	1.0	43
0.5	0.1	4
0.1111111111111111	0.2	9
0.25806451612903225	0.3	31
0.47619047619047616	0.4	63
0.5595238095238095	0.5	84
0.6470588235294118	0.6	119
0.7096774193548387	0.7	124
0.84251968503937	0.8	127
0.8607594936708861	0.9	79
0.9	1.0	40
1.0	0.1	1
0.15384615384615385	0.2	13
0.22580645161290322	0.3	31
0.43103448275862066	0.4	58
0.6458333333333334	0.5	96
0.603448275862069	0.6	116
0.7317073170731707	0.7	123
0.8461538461538461	0.8	117
0.8271604938271605	0.9	81
0.9318181818181818	1.0	44
0.16666666666666666	0.1	6
0.25	0.2	12
0.2608695652173913	0.3	23
0.42592592592592593	0.4	54
0.6304347826086957	0.5	92
0.5961538461538461	0.6	104
0.7037037037037037	0.7	135
0.8461538461538461	0.8	117
0.8191489361702128	0.9	94
0.9302325581395349	1.0	43
0.09090909090909091	0.2	11
0.32142857142857145	0.3	28
0.45098039215686275	0.4	51
0.6046511627906976	0.5	86
0.6213592233009708	0.6	103
0.6739130434782609	0.7	138
0.8194444444444444	0.8	144
0.8333333333333334	0.9	78
0.9512195121951219	1.0	41
0.0	0.0	1
0.25	0.1	4
0.3	0.2	10
0.3333333333333333	0.3	30
0.509090909090909	0.4	55
0.5434782608695652	0.5	92
0.6122448979591837	0.6	98
0.7096774193548387	0.7	124
0.8	0.8	120
0.851063829787234	0.9	94
0.9230769230769231	1.0	52
0.0	0.0	1
0.4	0.1	5
0.2222222222222222	0.2	9
0.20588235294117646	0.3	34
0.5348837209302325	0.4	43
0.6236559139784946	0.5	93
0.6310679611650486	0.6	103
0.6861313868613139	0.7	137
0.819672131147541	0.8	122
0.788235294117647	0.9	85
0.9583333333333334	1.0	48
0.3333333333333333	0.1	6
0.16666666666666666	0.2	18
0.2962962962962963	0.3	27
0.4523809523809524	0.4	42
0.5747126436781609	0.5	87
0.6551724137931034	0.6	116
0.7022900763358778	0.7	131
0.8166666666666667	0.8	120
0.8444444444444444	0.9	90
0.9302325581395349	1.0	43
0.0	0.0	2
0.6666666666666666	0.1	3
0.21052631578947367	0.2	19
0.21428571428571427	0.3	28
0.49122807017543857	0.4	57
0.6444444444444445	0.5	90
0.625	0.6	112
0.6953125	0.7	128
0.8468468468468469	0.8	111
0.8658536585365854	0.9	82
0.875	1.0	48
0.3333333333333333	0.1	3
0.2	0.2	10
0.2962962962962963	0.3	27
0.3469387755102041	0.4	49
0.5619047619047619	0.5	105
0.7373737373737373	0.6	99
0.6875	0.7	128
0.8067226890756303	0.8	119
0.8247422680412371	0.9	97
0.9302325581395349	1.0	43
0.0	0.0	1
0.6666666666666666	0.1	3
0.2857142857142857	0.2	14
0.2962962962962963	0.3	27
0.36363636363636365	0.4	44
0.5904761904761905	0.5	105
0.6	0.6	85
0.725925925925926	0.7	135
0.819672131147541	0.8	122
0.851063829787234	0.9	94
0.86	1.0	50
0.0	0.1	2
0.35714285714285715	0.2	14
0.28	0.3	25
0.40816326530612246	0.4	49
0.5894736842105263	0.5	95
0.6792452830188679	0.6	106
0.6417910447761194	0.7	134
0.8583333333333333	0.8	120
0.8192771084337349	0.9	83
0.9038461538461539	1.0	52
0.0	0.0	1
0.16666666666666666	0.1	6
0.16666666666666666	0.2	18
0.3333333333333333	0.3	24
0.48148148148148145	0.4	54
0.5764705882352941	0.5	85
0.6695652173913044	0.6	115
0.7202797202797203	0.7	143
0.8333333333333334	0.8	120
0.8051948051948052	0.9	77
0.9459459459459459	1.0	37
0.5	0.1	2
0.14285714285714285	0.2	14
0.27586206896551724	0.3	29
0.49230769230769234	0.4	65
0.5978260869565217	0.5	92
0.6396396396396397	0.6	111
0.725	0.7	120
0.8559322033898306	0.8	118
0.7931034482758621	0.9	87
0.9047619047619048	1.0	42
0.0	0.0	1
0.6	0.1	5
0.1875	0.2	16
0.2903225806451613	0.3	31
0.5	0.4	54
0.5757575757575758	0.5	99
0.65	0.6	100
0.7666666666666667	0.7	120
0.7563025210084033	0.8	119
0.8409090909090909	0.9	88
0.9361702127659575	1.0	47
0.26666666666666666	0.2	15
0.3	0.3	30
0.47761194029850745	0.4	67
0.5957446808510638	0.5	94
0.6568627450980392	0.6	102
0.6893939393939394	0.7	132
0.8613861386138614	0.8	101
0.8068181818181818	0.9	88
0.9215686274509803	1.0	51
0.0	0.0	1
0.25	0.1	4
0.2222222222222222	0.2	18
0.3076923076923077	0.3	26
0.4827586206896552	0.4	58
0.5368421052631579	0.5	95
0.693069306930693	0.6	101
0.728	0.7	125
0.8267716535433071	0.8	127
0.8	0.9	85
0.95	1.0	40
0.0	0.0	2
0.0	0.1	1
0.29411764705882354	0.2	17
0.18518518518518517	0.3	27
0.44642857142857145	0.4	56
0.6582278481012658	0.5	79
0.5929203539823009	0.6	113
0.7338709677419355	0.7	124
0.8308823529411765	0.8	136
0.8076923076923077	0.9	78
0.9148936170212766	1.0	47
0.5	0.1	4
0.1	0.2	10
0.18181818181818182	0.3	22
0.5161290322580645	0.4	62
0.5942028985507246	0.5	69
0.6033057851239669	0.6	121
0.6985294117647058	0.7	136
0.8484848484848485	0.8	132
0.8072289156626506	0.9	83
0.9024390243902439	1.0	41
0.0	0.0	2
0.4	0.1	5
0.3125	0.2	16
0.2777777777777778	0.3	36
0.5147058823529411	0.4	68
0.6185567010309279	0.5	97
0.6129032258064516	0.6	93
0.75	0.7	116
0.8275862068965517	0.8	116
0.8314606741573034	0.9	89
0.9047619047619048	1.0	42
0.3333333333333333	0.1	3
0.2727272727272727	0.2	11
0.24	0.3	25
0.45652173913043476	0.4	46
0.5876288659793815	0.5	97
0.6864406779661016	0.6	118
0.6283185840707964	0.7	113
0.824	0.8	125
0.82	0.9	100
0.9285714285714286	1.0	42
0.0	0.0	1
0.25	0.1	4
0.21428571428571427	0.2	14
0.4	0.3	35
0.42592592592592593	0.4	54
0.5543478260869565	0.5	92
0.6938775510204082	0.6	98
0.6850393700787402	0.7	127
0.8157894736842105	0.8	114
0.8461538461538461	0.9	91
0.94	1.0	50
0.0	0.0	1
0.25	0.1	4
0.15789473684210525	0.2	19
0.21739130434782608	0.3	23
0.5370370370370371	0.4	54
0.6161616161616161	0.5	99
0.6057692307692307	0.6	104
0.7063492063492064	0.7	126
0.8492063492063492	0.8	126
0.8157894736842105	0.9	76
0.9166666666666666	1.0	48
0.0	0.0	1
0.0	0.1	3
0.2857142857142857	0.2	14
0.21212121212121213	0.3	33
0.5272727272727272	0.4	55
0.6236559139784946	0.5	93
0.6306306306306306	0.6	111
0.6782608695652174	0.7	115
0.8538461538461538	0.8	130
0.8095238095238095	0.9	84
0.9512195121951219	1.0	41
0.0	0.0	1
0.0	0.1	4
0.5	0.2	16
0.2727272727272727	0.3	33
0.4230769230769231	0.4	52
0.6304347826086957	0.5	92
0.6571428571428571	0.6	105
0.7099236641221374	0.7	131
0.8173913043478261	0.8	115
0.797752808988764	0.9	89
0.9523809523809523	1.0	42
0.0	0.0	1
0.3333333333333333	0.1	3
0.2	0.2	15
0.2647058823529412	0.3	34
0.4642857142857143	0.4	56
0.6262626262626263	0.5	99
0.6509433962264151	0.6	106
0.72	0.7	125
0.85	0.8	120
0.7972972972972973	0.9	74
0.9148936170212766	1.0	47
0.0	0.0	1
0.0	0.1	2
0.3	0.2	10
0.24242424242424243	0.3	33
0.40625	0.4	32
0.5494505494505495	0.5	91
0.6410256410256411	0.6	117
0.7007874015748031	0.7	127
0.8203125	0.8	128
0.8478260869565217	0.9	92
0.9148936170212766	1.0	47
0.25	0.1	4
0.2222222222222222	0.2	9
0.4	0.3	25
0.37777777777777777	0.4	45
0.57	0.5	100
0.6320754716981132	0.6	106
0.7394957983193278	0.7	119
0.7622377622377622	0.8	143
0.8536585365853658	0.9	82
0.9148936170212766	1.0	47
0.0	0.0	1
0.2	0.1	5
0.5	0.2	12
0.24242424242424243	0.3	33
0.46551724137931033	0.4	58
0.53125	0.5	96
0.7052631578947368	0.6	95
0.7218045112781954	0.7	133
0.8157894736842105	0.8	114
0.8235294117647058	0.9	85
0.9375	1.0	48
0.3333333333333333	0.1	6
0.2727272727272727	0.2	11
0.18181818181818182	0.3	33
0.49019607843137253	0.4	51
0.5961538461538461	0.5	104
0.6701030927835051	0.6	97
0.6774193548387096	0.7	124
0.8211382113821138	0.8	123
0.85	0.9	80
0.9411764705882353	1.0	51
0.6	0.1	5
0.0	0.2	7
0.2857142857142857	0.3	35
0.5263157894736842	0.4	57
0.5543478260869565	0.5	92
0.6435643564356436	0.6	101
0.7226277372262774	0.7	137
0.7719298245614035	0.8	114
0.8764044943820225	0.9	89
0.9302325581395349	1.0	43
0.3333333333333333	0.1	3
0.14285714285714285	0.2	14
0.38235294117647056	0.3	34
0.4716981132075472	0.4	53
0.6020408163265306	0.5	98
0.6116504854368932	0.6	103
0.725925925925926	0.7	135
0.8348623853211009	0.8	109
0.8255813953488372	0.9	86
0.9111111111111111	1.0	45
0.0	0.1	2
0.2	0.2	10
0.2916666666666667	0.3	24
0.4262295081967213	0.4	61
0.5698924731182796	0.5	93
0.6203703703703703	0.6	108
0.7121212121212122	0.7	132
0.8699186991869918	0.8	123
0.7951807228915663	0.9	83
0.9545454545454546	1.0	44
0.5	0.1	2
0.1111111111111111	0.2	9
0.2903225806451613	0.3	31
0.46153846153846156	0.4	52
0.5858585858585859	0.5	99
0.6601941747572816	0.6	103
0.6834532374100719	0.7	139
0.8362068965517241	0.8	116
0.8352941176470589	0.9	85
0.9090909090909091	1.0	44
1.0	0.0	1
0.25	0.1	4
0.1	0.2	10
0.3333333333333333	0.3	30
0.49056603773584906	0.4	53
0.53125	0.5	96
0.6597938144329897	0.6	97
0.7165354330708661	0.7	127
0.8253968253968254	0.8	126
0.8026315789473685	0.9	76
0.9	1.0	60
0.2	0.1	5
0.16666666666666666	0.2	12
0.3333333333333333	0.3	33
0.5254237288135594	0.4	59
0.5294117647058824	0.5	102
0.6991150442477876	0.6	113
0.7364341085271318	0.7	129
0.8347826086956521	0.8	115
0.8194444444444444	0.9	72
0.9	1.0	40
0.0	0.0	1
0.5	0.1	2
0.3333333333333333	0.2	24
0.15384615384615385	0.3	26
0.4782608695652174	0.4	46
0.631578947368421	0.5	95
0.6	0.6	110
0.7083333333333334	0.7	120
0.84251968503937	0.8	127
0.8395061728395061	0.9	81
0.8958333333333334	1.0	48
0.0	0.1	4
0.5555555555555556	0.2	9
0.14814814814814814	0.3	27
0.43859649122807015	0.4	57
0.5740740740740741	0.5	108
0.6857142857142857	0.6	105
0.7342657342657343	0.7	143
0.8214285714285714	0.8	112
0.8292682926829268	0.9	82
0.9393939393939394	1.0	33
0.0	0.0	1
0.3333333333333333	0.1	3
0.1	0.2	10
0.3103448275862069	0.3	29
0.40476190476190477	0.4	42
0.5882352941176471	0.5	85
0.6495726495726496	0.6	117
0.6666666666666666	0.7	129
0.8549618320610687	0.8	131
0.7816091954022989	0.9	87
0.9565217391304348	1.0	46
0.0	0.0	1
0.4	0.1	5
0.125	0.2	8
0.24242424242424243	0.3	33
0.5416666666666666	0.4	48
0.5617977528089888	0.5	89
0.6146788990825688	0.6	109
0.7419354838709677	0.7	124
0.7899159663865546	0.8	119
0.8494623655913979	0.9	93
0.8823529411764706	1.0	51
0.5	0.1	4
0.15384615384615385	0.2	13
0.24	0.3	25
0.4339622641509434	0.4	53
0.5952380952380952	0.5	84
0.6759259259259259	0.6	108
0.6911764705882353	0.7	136
0.8102189781021898	0.8	137
0.84	0.9	75
0.8888888888888888	1.0	45
0.0	0.1	4
0.3333333333333333	0.2	9
0.27586206896551724	0.3	29
0.45652173913043476	0.4	46
0.5888888888888889	0.5	90
0.5932203389830508	0.6	118
0.75	0.7	140
0.8455284552845529	0.8	123
0.7710843373493976	0.9	83
0.9473684210526315	1.0	38
0.0	0.0	1
0.0	0.1	2
0.3076923076923077	0.2	13
0.2727272727272727	0.3	33
0.47368421052631576	0.4	57
0.5591397849462365	0.5	93
0.6804123711340206	0.6	97
0.7377049180327869	0.7	122
0.7777777777777778	0.8	126
0.8351648351648352	0.9	91
0.9333333333333333	1.0	45
0.125	0.1	8
0.26666666666666666	0.2	15
0.3181818181818182	0.3	22
0.46938775510204084	0.4	49
0.6067415730337079	0.5	89
0.5922330097087378	0.6	103
0.7419354838709677	0.7	155
0.8278688524590164	0.8	122
0.7848101265822784	0.9	79
0.9473684210526315	1.0	38
0.25	0.1	4
0.25	0.2	16
0.3076923076923077	0.3	39
0.5084745762711864	0.4	59
0.6464646464646465	0.5	99
0.6526315789473685	0.6	95
0.7	0.7	130
0.8	0.8	115
0.8571428571428571	0.9	77
0.9130434782608695	1.0	46
0.4	0.1	5
0.3	0.2	10
0.24	0.3	25
0.45454545454545453	0.4	55
0.5869565217391305	0.5	92
0.6228070175438597	0.6	114
0.7279411764705882	0.7	136
0.8135593220338984	0.8	118
0.8292682926829268	0.9	82
0.9302325581395349	1.0	43
0.0	0.0	1
0.3333333333333333	0.1	3
0.3	0.2	10
0.21212121212121213	0.3	33
0.46153846153846156	0.4	52
0.5555555555555556	0.5	90
0.6696428571428571	0.6	112
0.704	0.7	125
0.8387096774193549	0.8	124
0.8333333333333334	0.9	84
0.9130434782608695	1.0	46
0.0	0.1	4
0.2222222222222222	0.2	9
0.36363636363636365	0.3	22
