Actual Sepsis Rate	Estimated Sepsis Rate	Counts	Label	Predictions
0.0	0.2	2	Protein	0.13686254272690185
0.14285714285714285	0.3	7	Protein	0.22815029892315308
0.4375	0.4	16	Protein	0.3194380551194044
0.5714285714285714	0.5	21	Protein	0.4107258113156556
0.6333333333333333	0.6	30	Protein	0.5020135675119068
0.49122807017543857	0.7	57	Protein	0.5933013237081581
0.6415094339622641	0.8	53	Protein	0.6845890799044094
0.8163265306122449	0.9	49	Protein	0.7758768361006606
0.8275862068965517	1.0	29	Protein	0.8671645922969119
0.0	0.2	2	Protein	0.13686254272690185
0.25	0.3	8	Protein	0.22815029892315308
0.3333333333333333	0.4	12	Protein	0.3194380551194044
0.47058823529411764	0.5	17	Protein	0.4107258113156556
0.4857142857142857	0.6	35	Protein	0.5020135675119068
0.6206896551724138	0.7	58	Protein	0.5933013237081581
0.6727272727272727	0.8	55	Protein	0.6845890799044094
0.7551020408163265	0.9	49	Protein	0.7758768361006606
0.8571428571428571	1.0	28	Protein	0.8671645922969119
0.1111111111111111	0.3	9	Protein	0.22815029892315308
0.42857142857142855	0.4	14	Protein	0.3194380551194044
0.52	0.5	25	Protein	0.4107258113156556
0.625	0.6	32	Protein	0.5020135675119068
0.5507246376811594	0.7	69	Protein	0.5933013237081581
0.7333333333333333	0.8	45	Protein	0.6845890799044094
0.7380952380952381	0.9	42	Protein	0.7758768361006606
0.8214285714285714	1.0	28	Protein	0.8671645922969119
0.5	0.2	2	Protein	0.13686254272690185
0.0	0.3	7	Protein	0.22815029892315308
0.2222222222222222	0.4	9	Protein	0.3194380551194044
0.5714285714285714	0.5	21	Protein	0.4107258113156556
0.6060606060606061	0.6	33	Protein	0.5020135675119068
0.574468085106383	0.7	47	Protein	0.5933013237081581
0.5964912280701754	0.8	57	Protein	0.6845890799044094
0.7719298245614035	0.9	57	Protein	0.7758768361006606
0.8064516129032258	1.0	31	Protein	0.8671645922969119
0.0	0.2	1	Protein	0.13686254272690185
0.2857142857142857	0.3	7	Protein	0.22815029892315308
0.375	0.4	16	Protein	0.3194380551194044
0.5	0.5	12	Protein	0.4107258113156556
0.5294117647058824	0.6	34	Protein	0.5020135675119068
0.6415094339622641	0.7	53	Protein	0.5933013237081581
0.5294117647058824	0.8	51	Protein	0.6845890799044094
0.7796610169491526	0.9	59	Protein	0.7758768361006606
0.8387096774193549	1.0	31	Protein	0.8671645922969119
0.0	0.2	5	Protein	0.13686254272690185
0.3333333333333333	0.3	6	Protein	0.22815029892315308
0.4	0.4	20	Protein	0.3194380551194044
0.625	0.5	16	Protein	0.4107258113156556
0.5428571428571428	0.6	35	Protein	0.5020135675119068
0.5849056603773585	0.7	53	Protein	0.5933013237081581
0.6458333333333334	0.8	48	Protein	0.6845890799044094
0.7735849056603774	0.9	53	Protein	0.7758768361006606
0.8214285714285714	1.0	28	Protein	0.8671645922969119
0.2	0.3	5	Protein	0.22815029892315308
0.2857142857142857	0.4	14	Protein	0.3194380551194044
0.5	0.5	24	Protein	0.4107258113156556
0.5294117647058824	0.6	34	Protein	0.5020135675119068
0.6333333333333333	0.7	60	Protein	0.5933013237081581
0.6923076923076923	0.8	52	Protein	0.6845890799044094
