	Weight	Feature	Label
432	0.0033616898248768332	TYB4_HUMAN	Liver
433	0.003328654896334614	VCAM1_HUMAN	Liver
434	0.0033247161472336135	HEP2_HUMAN	Liver
435	0.0032606910429117918	LDHB_HUMAN	Liver
436	0.003111759302111937	CATD_HUMAN	Liver
437	0.0031078459948649384	PTPRG_HUMAN	Liver
438	0.003098575790871241	CLUS_HUMAN	Liver
439	0.0030659660038310278	ICAM1_HUMAN	Liver
440	0.0028638184510112567	IBP6_HUMAN	Liver
441	0.0028058817177046796	A1AT_HUMAN	Liver
442	0.002647990453533521	QSOX1_HUMAN	Liver
443	0.0024649890116071223	ITA2B_HUMAN	Liver
444	0.0024010369126396297	CO9_HUMAN	Liver
445	0.0023413458510887952	FIBB_HUMAN	Liver
446	0.002213583106310169	PROF1_HUMAN	Liver
447	0.002153306406513111	APOC2_HUMAN	Liver
448	0.0020960475376815835	LG3BP_HUMAN	Liver
449	0.002071653333043123	KNG1_HUMAN	Liver
450	0.0020671941412975675	CAH1_HUMAN	Liver
451	0.0020323552414255996	FCN3_HUMAN	Liver
452	0.0019931392917886845	ITIH4_HUMAN	Liver
453	0.001936563682190707	APOF_HUMAN	Liver
454	0.0017599013241128634	KAIN_HUMAN	Liver
455	0.0017560555216777393	FBLN3_HUMAN	Liver
456	0.0017548363645937444	PGRP2_HUMAN	Liver
457	0.0015919344903303513	PEDF_HUMAN	Liver
458	0.0015682842843965125	APOM_HUMAN	Liver
459	0.0015594154400031357	PLTP_HUMAN	Liver
460	0.0014373151767663704	NOE1_HUMAN	Liver
461	0.0014265568351998798	PVR_HUMAN	Liver
462	0.0013970095587161884	FIBA_HUMAN	Liver
463	0.001381911790636892	CYTC_HUMAN	Liver
464	0.0013132978454947338	SAA1_HUMAN	Liver
465	0.0013111179895401762	FHR4_HUMAN	Liver
466	0.0013052906512388532	PZP_HUMAN	Liver
467	0.0012922035242321315	ZPI_HUMAN	Liver
468	0.0012715315022549915	COL11_HUMAN	Liver
469	0.0011323741004759986	BGH3_HUMAN	Liver
470	0.0010425104516903303	HGFA_HUMAN	Liver
471	0.0010305338330623764	ATRN_HUMAN	Liver
472	0.0010031139806470132	FIBG_HUMAN	Liver
473	0.0009720720193503594	PSPB_HUMAN	Liver
474	0.0009557286491609224	ECM1_HUMAN	Liver
475	0.000907165281715645	SAMP_HUMAN	Liver
476	0.0007891446472181183	PRDX6_HUMAN	Liver
477	0.0007828647339061266	ACTB_HUMAN	Liver
478	0.0007660663081241226	GNPTG_HUMAN	Liver
479	0.0007547786052776738	PIGR_HUMAN	Liver
480	0.0005811368029052033	C163A_HUMAN	Liver
481	0.000533185578865025	ALDOA_HUMAN	Liver
482	0.000440852114209013	FCG3A_HUMAN	Liver
483	0.0004218756954104292	THBG_HUMAN	Liver
484	0.0003123689767035121	CETP_HUMAN	Liver
485	0.00024663920176371657	FBLN5_HUMAN	Liver
486	0.00021789296077302824	OAF_HUMAN	Liver
487	0.0001771086064902459	A1AG2_HUMAN	Liver
488	0.00014035441152384411	ITIH3_HUMAN	Liver
489	9.776522778009273e-05	APOL1_HUMAN	Liver
490	6.748215618736735e-05	CO6A1_HUMAN	Liver
491	6.000770628456231e-05	PPIA_HUMAN	Liver
492	3.6114079698221086e-05	CALM1_HUMAN	Liver
493	2.8492768886733465e-05	SPA11_HUMAN	Liver
494	5.576727598634119e-06	CD44_HUMAN	Liver
495	0.02067023346323331	VCAM1_HUMAN	Coagulation
496	0.018446412333183837	SAA1_HUMAN	Coagulation
497	0.01825225132788465	PROF1_HUMAN	Coagulation
498	0.017945303147888225	CBPB2_HUMAN	Coagulation
499	0.016089000149789257	ENPL_HUMAN	Coagulation
500	0.015583862698050144	CNDP1_HUMAN	Coagulation
501	0.01525550690605117	APOC4_HUMAN	Coagulation
502	0.014812346784310766	C163A_HUMAN	Coagulation
503	0.014274709747545335	PROC_HUMAN	Coagulation
504	0.013822103029602803	VASN_HUMAN	Coagulation
505	0.013017855101665867	FBLN1_HUMAN	Coagulation
506	0.012797727889744844	LDHB_HUMAN	Coagulation
