sample,reachability,label
868,2.044828918359726,0
869,2.046162465510507,0
870,2.046754229017689,0
871,2.047556563558891,0
872,2.049723817830476,0
873,2.051868435471424,0
874,2.052053533979174,0
875,2.0521558763921,0
876,2.055364530458721,0
877,2.055864207905242,0
878,2.0597809254212,0
879,2.0597809254212,0
880,2.060000397847095,0
881,2.060629984226058,0
882,2.061634016405883,0
883,2.061634016405883,0
884,2.061634016405883,0
885,2.062057054461073,0
886,2.076588123001867,0
887,2.07763291442138,0
888,2.07997230091539,0
889,2.080524478325444,0
890,2.081260349154175,0
891,2.087229014381068,0
892,2.089474654997813,0
893,2.09001305469624,0
894,2.095579944203214,0
895,2.095863744520594,0
896,2.098285047081536,0
897,2.101541669976764,0
898,2.102153170381222,0
899,2.102932178293167,0
900,2.102932178293167,0
901,2.105284982785994,0
902,2.105841435987588,0
903,2.107965691055606,0
904,2.10848413189741,0
905,2.109214708905052,0
906,2.11201690004693,0
907,2.112243705895367,0
908,2.112397518471112,0
909,2.114302633094239,0
910,2.115940038242902,0
911,2.116158148824134,0
912,2.116409755141558,0
913,2.116986316353797,0
914,2.11710571473655,0
915,2.120143135059447,0
916,2.122169757038342,0
917,2.123297680406685,0
918,2.123679617801902,0
919,2.124462464503747,0
920,2.128766149709162,0
921,2.128961174489269,0
922,2.131496311956466,0
923,2.132073233554288,0
924,2.134437003638085,0
925,2.135414755355686,0
926,2.137995179620578,0
927,2.138431603963287,0
928,2.140127128408208,0
929,2.140127128408208,0
930,2.140127128408208,0
931,2.145484993594604,0
932,2.148852036802853,0
933,2.150000514692506,0
934,2.150803400498746,0
935,2.151081418703841,0
936,2.153384963450897,0
937,2.153384963450897,0
938,2.154498453548067,0
939,2.15546251082351,0
940,2.155590197791018,0
941,2.156548234282761,0
942,2.156888039783993,0
943,2.158056420746082,0
944,2.163880102851101,0
945,2.168370050927021,0
946,2.169393831911148,0
947,2.169393831911148,0
948,2.171761178544343,0
949,2.172911134056995,0
950,2.173920890180694,0
951,2.174008585536239,0
952,2.174024489324893,0
953,2.17467070150963,0
954,2.175315367395191,0
955,2.175567077325511,0
956,2.175854179398475,0
957,2.177367646300306,0
958,2.178133558825734,0
959,2.178294923700545,0
960,2.17923613158125,0
961,2.181646890625354,0
962,2.181736312418638,0
963,2.183002285976102,0
964,2.183002285976102,0
965,2.183002285976102,0
966,2.184402169969264,0
967,2.189612763193583,0
968,2.190273706995643,0
969,2.190273706995643,0
970,2.190634782607323,0
971,2.190634782607323,0
972,2.191774135006416,0
973,2.192699429652059,0
974,2.195061033610529,0
975,2.196116499942337,0
976,2.202020655675422,0
977,2.202694420467177,0
978,2.202696988260787,0
979,2.202696988260787,0
980,2.202917770772928,0
981,2.202917770772928,0
982,2.206172979683571,0
983,2.208173777368508,0
984,2.208315098220405,0
985,2.208322685291731,0
986,2.20873621001482,0
987,2.209047366818871,0
988,2.210432049522303,0
989,2.210679642318374,0
990,2.210852853322877,0
991,2.211184166837504,0
992,2.212849241620015,0
993,2.212893353701272,0
994,2.214367746941516,0
995,2.215772627369344,0
996,2.217267539923596,0
997,2.217493983994184,0
998,2.218018245953217,0
999,2.21826185752313,0
1000,2.219666826807158,0
1001,2.220460778058207,0
1002,2.220771210295936,0
1003,2.220827427472568,0
1004,2.220827427472568,0
1005,2.220827427472568,0
1006,2.220827427472568,0
1007,2.220827427472568,0
1008,2.220827427472568,0
1009,2.222335756853762,0
1010,2.223680199874883,0
1011,2.224212135638994,0
1012,2.228230481320456,0
1013,2.230321812671237,0
1014,2.230619010205604,0
1015,2.231520084678679,0
1016,2.232113067764835,0
1017,2.232113067764835,0
1018,2.232219980071839,0
1019,2.233176492834879,0
1020,2.235320003426792,0
1021,2.238129137688583,0
1022,2.238129137688583,0
1023,2.23831225149133,0
1024,2.239866098358915,0
1025,2.240338087601946,0
1026,2.240338087601946,0
1027,2.24141593293625,0
1028,2.24239738421292,0
1029,2.243803858664761,0
1030,2.246486328250772,0
1031,2.249792078332284,0
1032,2.251496912271016,0
1033,2.254014423439384,0
1034,2.254912175284026,0
1035,2.255503306573064,0
1036,2.255581458412314,0
1037,2.256224467469605,0
1038,2.256382447529345,0
1039,2.257200127197158,0
1040,2.257594528606723,0
1041,2.259233332231566,0
1042,2.260616502388946,0
1043,2.26279049368575,0
1044,2.264963365598205,0
1045,2.267266775697348,0
1046,2.2705648685778,0
1047,2.270941254065018,0
1048,2.271101386693886,0
1049,2.272423386644998,0
1050,2.274230024329918,0
1051,2.275837388167888,0
1052,2.279263222432532,0
1053,2.280138219945944,0
1054,2.281031528444636,0
1055,2.284112409226702,0
1056,2.284448967284396,0
1057,2.289385675892462,0
1058,2.290730589220902,0
1059,2.29635375577251,0
1060,2.300899929533612,0
1061,2.303818900584353,0
1062,2.304519943575864,0
1063,2.305359912386826,0
1064,2.309966442704476,0
1065,2.314661711042908,0
1066,2.315536486805924,0
1067,2.318707657445492,0
1068,2.319490977653573,0
1069,2.321504139668659,0
1070,2.327720322820608,0
1071,2.327720322820608,0
1072,2.332809199777112,0
1073,2.332809199777112,0
1074,2.332809199777112,0
1075,2.337612293836658,0
1076,2.339967808094706,0
1077,2.340264332949334,0
1078,2.340778723236522,0
1079,2.340778723236522,0
1080,2.342154870800496,0
1081,2.344210090792724,0
1082,2.345554715761086,0
1083,2.349105212658352,0
1084,2.350298817352628,0
1085,2.352532387932381,0
1086,2.358870934667748,0
1087,2.35902204043341,0
1088,2.35902204043341,0
1089,2.362132016247302,0
1090,2.364088823292362,0
1091,2.364205441260756,0
1092,2.365260941075106,0
1093,2.36697631703188,0
1094,2.36697631703188,0
1095,2.37105454460742,0
1096,2.373491275865148,0
1097,2.377674018919116,0
1098,2.378929194041491,0
1099,2.389552238851807,0
1100,2.394012201479609,0
1101,2.394781933539144,0
1102,2.402152713528767,0
1103,2.402732894778522,0
1104,2.402973221500132,0
1105,2.402973221500132,0
1106,2.40440945244821,0
1107,2.408304195466596,0
1108,2.410867939765563,0
1109,2.413140844944176,0
1110,2.413932259257806,0
1111,2.414595515642973,0
1112,2.416656612056506,0
1113,2.416656612056506,0
1114,2.422905827506932,0
1115,2.42496340450128,0
1116,2.428690989676167,0
1117,2.429082925214348,0
1118,2.435294180512923,0
1119,2.440681507346808,0
1120,2.441314201009788,0
1121,2.443246740092198,0
1122,2.448899796061987,0
1123,2.451000565537888,0
1124,2.451762279940467,0
1125,2.453480506671154,0
1126,2.456624739212,0
1127,2.457558193967343,0
1128,2.458687683710654,0
1129,2.460475730480116,0
1130,2.461044287034106,0
1131,2.463494309898153,0
1132,2.468635921578146,0
1133,2.469162078354818,0
1134,2.471054609793107,0
1135,2.475631707691194,0
1136,2.478581713938048,0
1137,2.485994538944468,0
1138,2.487713123048313,0
1139,2.491745107457864,0
1140,2.496417040914234,0
1141,2.500896792643998,0
1142,2.510599454535322,0
1143,2.51430443351839,0
1144,2.517673796149136,0
1145,2.517743259566874,0
1146,2.520242790688465,0
1147,2.52097022952392,0
1148,2.52177949913298,0
1149,2.523859215182638,0
