feature	importance 0	importance 1	importance 2	Mean Importance	Panel
IPSP	0.11666329163970365	0.3084979521850096	0.2814747249819629	0.23554532293555872	Liver
ALDOA	0.2870436029047541	0.06439388778643072	0.3531860137447655	0.2348745014786501	Liver
ECM1	0.3080288868963118	0.2624150488795441	0.133950126498462	0.23479802075810596	Liver
ITIH2	0.08860736798862856	0.30883727579248355	0.2979689390625568	0.2318045276145563	Liver
SAMP	0.29561712288263076	0.30119048367658235	0.08114244879028758	0.2259833517831669	Liver
FHR4	0.3877118909996249	0.21093829909835815	0.07708910065056587	0.2252464302495163	Liver
CO9	0.19840994955723018	0.3076265964635844	0.16684389520082343	0.22429348040721267	Liver
CRP	0.21157622052952713	0.011411958922077895	0.4486997411843866	0.22389597354533053	Liver
G3P	0.2935816093515668	0.2524011156403737	0.12533382852433006	0.2237721845054235	Liver
AFAM	0.11858474752839636	0.28555043613763814	0.26669332975731525	0.22360950447444994	Liver
PPIA	0.23300949669944165	0.28881970982991484	0.1488708170030989	0.22356667451081846	Liver
FINC	0.14733778855144042	0.2839301392055643	0.23838730663460225	0.223218411463869	Liver
APOC2	0.19820913133141982	0.12371952572480441	0.341214945022682	0.2210478673596354	Liver
TIMP1	0.06665525881045054	0.1681822785164802	0.4282780231190178	0.22103852014864953	Liver
HPTR	0.08183154601167239	0.28586159354072127	0.29099588333483134	0.21956300762907502	Liver
CO8G	0.2305070861618594	0.2569407323636793	0.17025082143517956	0.2192328799869061	Liver
FCN2	0.2888547642447898	0.33814364540772085	0.02733743079376119	0.21811194681542392	Liver
VINC	0.21219908396857637	0.4341188663899039	0.004016873082512244	0.21677827448033082	Liver
FCN3	0.3958819707129746	0.12631690167182275	0.1275650862008288	0.2165879861952087	Liver
FETUB	0.10579283850897403	0.3629172064359037	0.17937350693171056	0.21602785062552943	Liver
CERU	0.11480491112552546	0.16658642083255673	0.36067434765765455	0.21402189320524556	Liver
POSTN	0.19553990108960578	0.23490653529500571	0.20364444279886398	0.21136362639449183	Liver
ALDOB	0.10946412026530604	0.22795566240510753	0.2957546555773135	0.2110581460825757	Liver
CO3	0.2479344546621954	0.17920747220134522	0.2016288689273059	0.2095902652636155	Liver
TRY3	0.1317303303330278	0.10574855299320053	0.3893105934253692	0.20892982558386586	Liver
TTHY	0.1491332278953287	0.21361674539301395	0.25635143149518447	0.2063671349278424	Liver
PLTP	0.2771347751712734	0.22166653211216694	0.1132463482110019	0.20401588516481406	Liver
LIRB1	0.059005870400702876	0.29808841458375557	0.2491754635651958	0.20208991618321806	Liver
CADH1	0.09666732331004906	0.31195234825845364	0.19739347884102473	0.20200438346984248	Liver
MYL6	0.2326180710729144	0.11640964187397133	0.2523448736025427	0.20045752884980947	Liver
QSOX1	0.13914350615641352	0.3489300974402718	0.11062219226420807	0.19956526528696447	Liver
TPM3	0.20987258161163108	0.08764500672917254	0.29999512085829755	0.19917090306636706	Liver
NID1	0.08508031167715324	0.38752881112439097	0.12228619159605518	0.19829843813253312	Liver
IBP3	0.3331576653850913	0.04351142422617797	0.21813832465899669	0.19826913809008864	Liver
ACTB	0.22027971313260755	6.85010599834337e-05	0.3664121177221372	0.1955867773049094	Liver
PROZ	0.2581191732754543	0.1313344834078238	0.1947441871058214	0.1947326145963665	Liver
KNG1	0.13387507194756218	0.18984483750779968	0.26002648976048753	0.1945821330719498	Liver
FHR5	0.3335149572813124	0.15822912226098898	0.08226294846944757	0.19133567600391632	Liver
FA9	0.26488120346178406	0.10933360639622111	0.19978072014172846	0.19133184333324452	Liver
COMP	0.1415490200969971	0.27836253290406304	0.15304070257017535	0.19098408519041185	Liver
FETUA	0.2391485016603415	0.19397070895504345	0.1392333757972879	0.19078419547089095	Liver
FLNA	0.24349092268374553	0.2339025048931769	0.09076224485051977	0.18938522414248074	Liver
ENPL	0.05590435665380233	0.12851479816488762	0.37382497651339885	0.18608137711069628	Liver
FIBA	0.2790432138179046	0.03868895679925689	0.23758452248509726	0.18510556436741957	Liver
THIO	0.23020023901746797	0.12689278574493854	0.1964140449558689	0.18450235657275846	Liver
SHBG	0.2519313998420851	0.16340574329887078	0.1308692444138244	0.18206879585159344	Liver
CFAH	0.34218644262868375	0.1454218056459562	0.057541271966257045	0.18171650674696568	Liver
KLKB1	0.23259838671044983	0.2856510931809856	0.02617880968211389	0.18147609652451643	Liver
CBPN	0.1536092416686494	0.1556727483503484	0.23132506637194308	0.18020235213031363	Liver
BIP	0.23238263670120568	0.12336404775514878	0.18415526575307417	0.17996731673647623	Liver
B2MG	0.38728420786931744	0.11122775130630945	0.03946630939960107	0.179326089525076	Liver
VSIG4	0.13577431025030193	0.26632800514962046	0.13432486769359284	0.17880906103117175	Liver
FUCO	0.3695474696898741	0.021694608408819042	0.14301816240570453	0.17808674683479922	Liver
C1R	0.1421545787249398	0.10892860055249894	0.28198175769266176	0.17768831232336682	Liver
FA5	0.2616287544719351	0.06432197946204278	0.20476901570872624	0.1769065832142347	Liver
IBP2	0.2828211399965073	0.1693385021500847	0.07579813337857653	0.17598592517505618	Liver
ACTG	0.14989611222892374	0.22940543350081227	0.14824787764316252	0.17584980779096618	Liver
FBLN3	0.035121365397201294	0.3293630756194793	0.1616592295507999	0.1753812235224935	Liver
FA10	0.20282719904165236	0.3040998312134749	0.018057592847929876	0.17499487436768568	Liver
CYTC	0.06031013824495968	0.22517872813965673	0.23792827326908592	0.17447237988456743	Liver
CSF1R	0.181695411710225	0.1322228486444249	0.20604259992226123	0.17332028675897038	Liver
C1QA	0.14182482143845052	0.2466198013688713	0.12799780890728837	0.17214747723820342	Liver
