feature	importance 0	importance 1	importance 2	importance 3	importance 4	importance 5	importance 6	importance 7	importance 8	importance 9	Mean Importance	Panel
LBP	0.033280527781390734	0.01842444451607016	0.2253738666062396	0.12062236737754586	0.04565699018733808	0.11735398758558288	0.22586090765492095	0.08108889436130763	0.007097461191849641	0.03137267720928939	0.0906132124471535	Respiratory
HS90A	0.061566510861204835	0.08485874325132518	0.044561160089038473	0.13153691192912495	0.1667854238135892	0.053926163930977516	0.012420507369013638	0.042964941548019386	0.10170359933685146	0.19974995329714965	0.09000739154262943	Respiratory
VCAM1	0.13411673432276008	0.07693533630244642	0.05067337024122987	0.30129279226442335	0.12298028080590971	0.09848722387386645	0.05404999008854054	0.015771228744487945	0.018669384496291765	0.0017057701831433097	0.08746821113230994	Respiratory
APOL1	0.10307770718767696	0.11334588917699397	0.06557147830343728	0.0535496125603745	0.038513565287784414	0.1391998113181744	0.03830175873532321	0.023788596121004434	0.16436411180015803	0.12394709001994154	0.08636596205108686	Respiratory
PTPRG	0.047658150308595326	0.16201913576615098	0.11135061111509169	0.07655584827925148	0.08479096442343768	0.013383080972361388	0.07790372721752963	0.11675974700021524	0.12117488270900102	0.047477828858899396	0.08590739766505337	Respiratory
A2MG	0.001969652349742482	0.01630032467168639	0.11502214465687767	0.01700547721370073	0.18541478552158103	0.13985526899892559	0.11098617106112678	0.06527247198104415	0.13448299063511665	0.03936696783396959	0.0825676254923771	Respiratory
TRFE	0.10729511697054805	0.05001993085211747	0.1112098947040668	0.14953518098750795	0.028010313544203445	0.008354988883630943	0.05849265047147389	0.07817214894799104	0.18751901692099715	0.044813951642992046	0.08234231939255289	Respiratory
BIP	0.011002283739435023	0.05581987831319089	0.05289156757299413	0.10928207982900146	0.11481587073759428	0.06952795795372643	0.14964311784264883	0.11693822769467481	0.10895492105748883	0.027950866730399097	0.08168267714711538	Respiratory
MBL2	0.018343453876714058	0.09775858162208717	0.16050336942765375	0.05586894459679161	0.10938600707544886	0.07961408784022063	0.1072018556401252	0.060105727251309755	0.052116959349091364	0.07542864232293998	0.08163276290023824	Respiratory
CBPN	0.06611456299351737	0.02284487826850841	0.1751837261176614	0.021525587822501156	0.05052995016875726	0.08132368565745232	0.12678458611854712	0.1460987222144318	0.1028826539931863	0.018611477205989945	0.08118998305605532	Respiratory
HEP2	0.2043025290496837	0.05558050337505948	0.008825111281507805	0.041880150542262115	0.03915930330283615	0.06291526849750015	0.003849872555654837	0.07506486331652708	0.18730914225872308	0.13119871891681978	0.08100854630965743	Respiratory
ACTG	0.030825972585592866	0.24332701730972808	0.04677411005969362	0.07993252721494992	0.05316164005637192	0.034907126357745975	0.11208781966773822	0.14670384713507245	0.017086211027393574	0.03800701577128339	0.080281328718557	Respiratory
THBG	0.09874238816523974	0.14475883627915873	0.0689490572942507	0.022027858506355243	0.16146172506480025	0.04780038616091198	0.023801183573646016	0.023818923370686213	0.12363199955006937	0.031075220984379728	0.0746067578949498	Respiratory
PROZ	0.24815250727614438	0.07666537203382379	0.0011765044183762975	0.03139351960266032	0.0025716106005130614	0.010803379635422829	0.05302355151190046	0.055344050729159364	0.13259070470632137	0.12049231732390553	0.07322135178382275	Respiratory
LAMP2	0.08445008929164005	0.11804550023444196	0.07622720418646885	0.07084300279856309	0.03629935577472429	0.06175100292786862	0.0060451404106577076	0.08043380396955344	0.1116873506154255	0.058383504622312246	0.07041659548316559	Respiratory
GPX3	0.05326638781644519	0.001236642612501882	0.030000809833619444	0.06836134053082928	0.07761268018640001	0.08384428935043277	0.05611496173684857	0.13477316823821178	0.14488903323483657	0.04822914127809633	0.06983284548182218	Respiratory
APOA	0.03779399596638541	0.015743054436830887	0.00895017428778774	0.01902625569795966	0.07930962060261451	0.13354481759458714	0.15754975906823185	0.0869748300246952	0.0997732512125194	0.05662972128512912	0.0695295480176741	Respiratory
MUC18	0.10790102932730633	0.10923089581824527	0.008661375549797875	0.2077182498468465	0.1357182724866351	0.014424819611189181	0.05908225690980164	0.03915880100888198	0.01010876366689457	0.0006274221480750841	0.06926318863736736	Respiratory
MASP2	0.06881128775665438	0.18972781326741733	0.06986904950291055	0.11644001423351011	0.0048076723591478345	0.012023738942544673	0.041533337523984824	0.021030457308626658	0.1346027539583673	0.023591452261735875	0.06824375771148995	Respiratory
SEPP1	0.021103420910950462	0.0058846068406471445	0.03590359406653504	0.1942205812646485	0.028700497284096085	0.10929593617601131	0.08837861849180405	0.01551635021568649	0.020872171795874275	0.12223366995860485	0.06421094470048581	Respiratory
IBP2	0.05976301646714174	0.013859429590776786	0.020470759764037734	0.0967377450924123	0.05666550665051007	0.05899813900103977	0.01834994026521899	0.11862448787765917	0.07022828305254024	0.12692356523363837	0.06406208729949751	Respiratory
SODE	0.09013821910235714	0.10396422330964633	0.011652730455678864	0.02415600911118829	0.09933473012951115	0.075961282069491	0.07009816850938837	0.06906041812593047	0.04695486372248076	0.04269641553665986	0.06340170600723323	Respiratory
FA7	0.05390672838479822	0.08045796102510551	0.10087170111835371	0.027261161419018878	0.1052985787461169	0.014391722162530356	0.081838111810727	0.004329296539395477	0.08232034272697009	0.07867479119250241	0.06293503951255185	Respiratory
HRG	0.0609141963704131	0.028659144806483062	0.04236344262586673	0.037238397368699064	0.05442694579702429	0.0813116068161019	0.026464082163161144	0.09644013331712854	0.10021582269892333	0.0396187057350458	0.056765247769884696	Respiratory
SAA4	0.003556669431452381	0.0764790392487798	0.023577347322933824	0.15202684907316927	0.09095121565072889	0.06354714908623586	0.04435240913897215	0.05328556730744431	0.02079766522977405	0.008997785408100561	0.05375716968975911	Respiratory
TBA4A	0.05870436848539022	0.04441916510880121	0.04595373522334506	0.0221815354594906	0.09621521364520551	0.03642797715085517	0.017031204912621084	0.06196768419017053	0.051299964488281884	0.09753535864865374	0.0531736207312815	Respiratory
COL11	0.001673118954536157	0.04260440040202005	0.07647117372784168	0.03624250697868558	0.04647584834088619	0.07879636052026777	0.01314207516329946	0.06864735810399959	0.1354808936027818	0.023690976981610667	0.052322471277592895	Respiratory
CNDP1	0.00517984558909333	0.10282336709168337	0.0019038273764788833	0.01825403240280375	0.006476987319646578	0.06438254775316612	0.0009161524606489447	0.11981066922237457	0.09316776547692032	0.08645425473445142	0.049936944942726734	Respiratory
TRY1	0.038386120607089964	0.02272641289637477	0.00260616556208896	0.06289406619918232	0.0055092400552136656	0.08238020743706918	0.02689830014675807	0.10540099458771558	0.13602003744482913	0.010806890932939597	0.04936284358692612	Respiratory
ALDOB	0.036094825189630655	0.020501611797055626	0.04193859050753051	0.1443790997330235	0.04750940187842866	0.003806666209451024	0.06362275810826017	0.049666612486480646	0.08044464739227343	0.0025058528479729903	0.04904700661501073	Respiratory
COL10	0.028177209317126146	0.04274368331410633	0.10453546920772197	0.02872338295282112	0.07833600659376083	0.03099341831908415	0.08169222220699472	0.03040052828163127	0.010025416415683903	0.0513540957679991	0.048698143237692955	Respiratory
GSTO1	0.011473323087603743	0.04127324686688286	0.02273157169348563	0.014091890741042834	0.04050450039008622	0.033320820402309416	0.13065933957504947	0.0574930015263042	0.031031139694335453	0.09556874825489352	0.04781475822319933	Respiratory
LAMP1	0.07221448567991412	0.016216582494038182	0.024508476799362418	0.053663362502552776	0.05237507300345574	0.05282935818297729	0.014521068150001223	0.011596738109984291	0.05600041972796227	0.08130800550130139	0.043523357015154966	Respiratory
PON3	0.08668876414760313	0.09377991733598343	0.003247688871268419	0.047400378830153876	0.008185171068535028	0.0010159987945174127	0.060199626394897274	0.02643894766264858	0.010510960239627233	0.08652435564278152	0.04239918089880159	Respiratory
FLNA	0.0036272737490959705	0.04655610897692505	0.009213454543833157	0.03376307064471425	0.05210611294558255	0.11587175727758275	0.02446422734978131	0.04364056639314159	0.0024781272481770667	0.060642421493669656	0.03923631206225034	Respiratory
